{'NM_000014': ['version 5', 4425]}
{'NM_001000549': ['version 1', 939]}
{'NM_001000550': ['version 1', 969]}
{'NM_001000551': ['version 1', 951]}
{'NM_001000552': ['version 2', 924]}
{'NM_001000553': ['version 1', 945]}
{'NM_001000554': ['version 1', 939]}
{'NM_001000555': ['version 1', 933]}
{'NM_001000556': ['version 1', 933]}
{'NM_001000557': ['version 1', 963]}
{'NM_001000558': ['version 1', 963]}
{'NM_001000559': ['version 1', 939]}
{'NM_001000560': ['version 1', 924]}
{'NM_001000561': ['version 1', 945]}
{'NM_001000562': ['version 1', 948]}
{'NM_001000563': ['version 1', 966]}
{'NM_001000564': ['version 1', 933]}
{'NM_001000565': ['version 1', 939]}
{'NM_001000566': ['version 1', 939]}
{'NM_001000567': ['version 1', 939]}
{'NM_001000568': ['version 1', 933]}
{'NM_001000569': ['version 1', 936]}
{'NM_001000570': ['version 1', 921]}
{'NM_001000571': ['version 1', 945]}
{'NM_001000572': ['version 1', 930]}
{'NM_001000573': ['version 1', 921]}
{'NM_001000574': ['version 1', 927]}
{'NM_001000575': ['version 1', 927]}
{'NM_001000576': ['version 1', 918]}
{'NM_001000577': ['version 1', 924]}
{'NM_001000578': ['version 1', 930]}
{'NM_001000579': ['version 1', 939]}
{'NM_001000580': ['version 1', 939]}
{'NM_001000581': ['version 1', 957]}
{'NM_001000582': ['version 1', 942]}
{'NM_001000583': ['version 1', 948]}
{'NM_001000584': ['version 1', 939]}
{'NM_001000585': ['version 1', 948]}
{'NM_001000586': ['version 1', 939]}
{'NM_001000587': ['version 1', 954]}
{'NM_001000588': ['version 1', 963]}
{'NM_001000589': ['version 1', 942]}
{'NM_001000590': ['version 1', 960]}
{'NM_001000591': ['version 1', 960]}
{'NM_001000592': ['version 1', 954]}
{'NM_001000593': ['version 1', 936]}
{'NM_001000594': ['version 1', 963]}
{'NM_001000595': ['version 1', 942]}
{'NM_001000596': ['version 1', 936]}
{'NM_001000597': ['version 1', 936]}
{'NM_001000598': ['version 1', 945]}
{'NM_001000599': ['version 1', 924]}
{'NM_001000600': ['version 1', 936]}
{'NM_001000601': ['version 1', 939]}
{'NM_001000602': ['version 1', 939]}
{'NM_001000603': ['version 1', 963]}
{'NM_001000604': ['version 1', 939]}
{'NM_001000605': ['version 1', 939]}
{'NM_001000606': ['version 1', 939]}
{'NM_001000607': ['version 1', 927]}
{'NM_001000608': ['version 1', 939]}
{'NM_001000609': ['version 1', 939]}
{'NM_001000610': ['version 1', 945]}
{'NM_001000611': ['version 1', 939]}
{'NM_001000613': ['version 1', 936]}
{'NM_001000614': ['version 1', 918]}
{'NM_001000615': ['version 1', 939]}
{'NM_001000616': ['version 1', 927]}
{'NM_001000617': ['version 1', 930]}
{'NM_001000618': ['version 1', 930]}
{'NM_001000619': ['version 1', 930]}
{'NM_001000620': ['version 2', 873]}
{'NM_001000621': ['version 1', 951]}
{'NM_001000622': ['version 1', 954]}
{'NM_001000623': ['version 1', 924]}
{'NM_001000624': ['version 1', 954]}
{'NM_001000625': ['version 1', 945]}
{'NM_001000626': ['version 1', 924]}
{'NM_001000627': ['version 1', 918]}
{'NM_001000628': ['version 1', 936]}
{'NM_001000629': ['version 1', 918]}
{'NM_001000630': ['version 1', 951]}
{'NM_001000631': ['version 1', 936]}
{'NM_001000632': ['version 1', 936]}
{'NM_001000633': ['version 1', 936]}
{'NM_001000634': ['version 1', 936]}
{'NM_001000635': ['version 1', 924]}
{'NM_001000636': ['version 1', 930]}
{'NM_001000637': ['version 1', 930]}
{'NM_001000638': ['version 1', 930]}
{'NM_001000639': ['version 1', 927]}
{'NM_001000640': ['version 1', 936]}
{'NM_001000641': ['version 1', 936]}
{'NM_001000642': ['version 1', 921]}
{'NM_001000643': ['version 1', 909]}
{'NM_001000644': ['version 1', 930]}
{'NM_001000645': ['version 1', 942]}
{'NM_001000646': ['version 1', 930]}
{'NM_001000647': ['version 1', 942]}
{'NM_001000648': ['version 1', 912]}
{'NM_001000649': ['version 1', 936]}
{'NM_001000650': ['version 1', 915]}
{'NM_001000651': ['version 1', 936]}
{'NM_001000652': ['version 1', 912]}
{'NM_001000654': ['version 1', 933]}
{'NM_001000655': ['version 1', 981]}
{'NM_001000656': ['version 1', 957]}
{'NM_001000657': ['version 1', 936]}
{'NM_001000658': ['version 1', 933]}
{'NM_001000659': ['version 1', 936]}
{'NM_001000660': ['version 1', 936]}
{'NM_001000661': ['version 1', 939]}
{'NM_001000662': ['version 1', 933]}
{'NM_001000663': ['version 1', 939]}
{'NM_001000664': ['version 1', 930]}
{'NM_001000665': ['version 1', 945]}
{'NM_001000666': ['version 1', 945]}
{'NM_001000667': ['version 1', 957]}
{'NM_001000668': ['version 1', 945]}
{'NM_001000669': ['version 1', 1023]}
{'NM_001000670': ['version 1', 939]}
{'NM_001000671': ['version 1', 939]}
{'NM_001000672': ['version 1', 942]}
{'NM_001000673': ['version 1', 936]}
{'NM_001000674': ['version 1', 945]}
{'NM_001000675': ['version 1', 948]}
{'NM_001000676': ['version 1', 951]}
{'NM_001000677': ['version 1', 942]}
{'NM_001000679': ['version 1', 942]}
{'NM_001000680': ['version 1', 954]}
{'NM_001000681': ['version 1', 942]}
{'NM_001000682': ['version 1', 960]}
{'NM_001000683': ['version 1', 960]}
{'NM_001000684': ['version 1', 945]}
{'NM_001000685': ['version 1', 942]}
{'NM_001000686': ['version 1', 933]}
{'NM_001000687': ['version 1', 915]}
{'NM_001000688': ['version 1', 930]}
{'NM_001000689': ['version 1', 939]}
{'NM_001000690': ['version 1', 1008]}
{'NM_001000691': ['version 1', 1008]}
{'NM_001000692': ['version 1', 993]}
{'NM_001000693': ['version 1', 942]}
{'NM_001000694': ['version 1', 951]}
{'NM_001000695': ['version 1', 942]}
{'NM_001000696': ['version 1', 954]}
{'NM_001000697': ['version 1', 948]}
{'NM_001000698': ['version 1', 957]}
{'NM_001000699': ['version 1', 945]}
{'NM_001000700': ['version 1', 936]}
{'NM_001000702': ['version 1', 936]}
{'NM_001000703': ['version 1', 954]}
{'NM_001000704': ['version 1', 939]}
{'NM_001000705': ['version 1', 945]}
{'NM_001000706': ['version 1', 939]}
{'NM_001000707': ['version 1', 939]}
{'NM_001000708': ['version 1', 939]}
{'NM_001000709': ['version 1', 933]}
{'NM_001000710': ['version 1', 933]}
{'NM_001000711': ['version 1', 933]}
{'NM_001000712': ['version 1', 957]}
{'NM_001000713': ['version 1', 942]}
{'NM_001000714': ['version 1', 936]}
{'NM_001000715': ['version 1', 936]}
{'NM_001000716': ['version 1', 933]}
{'NM_001000717': ['version 1', 939]}
{'NM_001000718': ['version 1', 939]}
{'NM_001000719': ['version 1', 939]}
{'NM_001000720': ['version 1', 939]}
{'NM_001000721': ['version 1', 936]}
{'NM_001000722': ['version 1', 942]}
{'NM_001000723': ['version 1', 945]}
{'NM_001000724': ['version 1', 945]}
{'NM_001000725': ['version 1', 954]}
{'NM_001000726': ['version 1', 930]}
{'NM_001000727': ['version 1', 930]}
{'NM_001000728': ['version 1', 930]}
{'NM_001000729': ['version 1', 921]}
{'NM_001000730': ['version 1', 945]}
{'NM_001000732': ['version 1', 945]}
{'NM_001000733': ['version 1', 945]}
{'NM_001000734': ['version 1', 933]}
{'NM_001000735': ['version 1', 927]}
{'NM_001000736': ['version 1', 951]}
{'NM_001000737': ['version 1', 966]}
{'NM_001000738': ['version 1', 969]}
{'NM_001000739': ['version 1', 933]}
{'NM_001000740': ['version 1', 960]}
{'NM_001000742': ['version 1', 948]}
{'NM_001000743': ['version 1', 966]}
{'NM_001000744': ['version 1', 951]}
{'NM_001000745': ['version 1', 951]}
{'NM_001000746': ['version 1', 948]}
{'NM_001000747': ['version 1', 939]}
{'NM_001000748': ['version 1', 963]}
{'NM_001000749': ['version 1', 945]}
{'NM_001000750': ['version 1', 1002]}
{'NM_001000751': ['version 1', 960]}
{'NM_001000752': ['version 1', 972]}
{'NM_001000753': ['version 1', 939]}
{'NM_001000754': ['version 1', 939]}
{'NM_001000755': ['version 1', 915]}
{'NM_001000756': ['version 1', 933]}
{'NM_001000757': ['version 1', 924]}
{'NM_001000758': ['version 1', 924]}
{'NM_001000759': ['version 1', 963]}
{'NM_001000760': ['version 1', 948]}
{'NM_001000761': ['version 1', 939]}
{'NM_001000762': ['version 1', 936]}
{'NM_001000764': ['version 1', 936]}
{'NM_001000765': ['version 1', 933]}
{'NM_001000766': ['version 1', 933]}
{'NM_001000767': ['version 1', 930]}
{'NM_001000768': ['version 1', 942]}
{'NM_001000769': ['version 1', 927]}
{'NM_001000770': ['version 1', 927]}
{'NM_001000771': ['version 1', 930]}
{'NM_001000772': ['version 1', 927]}
{'NM_001000773': ['version 1', 990]}
{'NM_001000774': ['version 1', 918]}
{'NM_001000775': ['version 1', 921]}
{'NM_001000776': ['version 1', 915]}
{'NM_001000777': ['version 1', 918]}
{'NM_001000778': ['version 1', 948]}
{'NM_001000779': ['version 1', 939]}
{'NM_001000780': ['version 1', 963]}
{'NM_001000781': ['version 1', 1008]}
{'NM_001000782': ['version 1', 954]}
{'NM_001000783': ['version 1', 933]}
{'NM_001000784': ['version 1', 942]}
{'NM_001000785': ['version 1', 942]}
{'NM_001000786': ['version 1', 912]}
{'NM_001000787': ['version 1', 948]}
{'NM_001000788': ['version 1', 936]}
{'NM_001000789': ['version 1', 948]}
{'NM_001000790': ['version 1', 939]}
{'NM_001000791': ['version 1', 933]}
{'NM_001000792': ['version 1', 933]}
{'NM_001000793': ['version 1', 939]}
{'NM_001000794': ['version 1', 936]}
{'NM_001000795': ['version 1', 933]}
{'NM_001000796': ['version 1', 927]}
{'NM_001000797': ['version 1', 960]}
{'NM_001000798': ['version 1', 945]}
{'NM_001000799': ['version 1', 960]}
{'NM_001000800': ['version 1', 936]}
{'NM_001000801': ['version 1', 933]}
{'NM_001000802': ['version 1', 936]}
{'NM_001000803': ['version 1', 942]}
{'NM_001000804': ['version 1', 942]}
{'NM_001000805': ['version 1', 933]}
{'NM_001000806': ['version 1', 933]}
{'NM_001000807': ['version 1', 921]}
{'NM_001000808': ['version 1', 933]}
{'NM_001000809': ['version 1', 933]}
{'NM_001000810': ['version 1', 933]}
{'NM_001000811': ['version 1', 933]}
{'NM_001000812': ['version 1', 936]}
{'NM_001000813': ['version 1', 951]}
{'NM_001000814': ['version 1', 942]}
{'NM_001000815': ['version 1', 945]}
{'NM_001000816': ['version 1', 927]}
{'NM_001000817': ['version 1', 930]}
{'NM_001000818': ['version 1', 933]}
{'NM_001000819': ['version 1', 936]}
{'NM_001000820': ['version 1', 930]}
{'NM_001000821': ['version 1', 948]}
{'NM_001000822': ['version 1', 948]}
{'NM_001000823': ['version 1', 924]}
{'NM_001000824': ['version 1', 993]}
{'NM_001000825': ['version 1', 933]}
{'NM_001000826': ['version 1', 939]}
{'NM_001000827': ['version 1', 942]}
{'NM_001000828': ['version 1', 939]}
{'NM_001000829': ['version 1', 939]}
{'NM_001000830': ['version 1', 930]}
{'NM_001000831': ['version 1', 939]}
{'NM_001000832': ['version 1', 957]}
{'NM_001000833': ['version 1', 942]}
{'NM_001000834': ['version 1', 936]}
{'NM_001000835': ['version 1', 933]}
{'NM_001000836': ['version 1', 975]}
{'NM_001000837': ['version 1', 975]}
{'NM_001000838': ['version 1', 939]}
{'NM_001000839': ['version 1', 936]}
{'NM_001000840': ['version 1', 936]}
{'NM_001000841': ['version 1', 939]}
{'NM_001000842': ['version 1', 963]}
{'NM_001000843': ['version 1', 942]}
{'NM_001000844': ['version 1', 933]}
{'NM_001000845': ['version 1', 933]}
{'NM_001000846': ['version 1', 942]}
{'NM_001000847': ['version 1', 933]}
{'NM_001000848': ['version 1', 936]}
{'NM_001000849': ['version 1', 936]}
{'NM_001000850': ['version 1', 957]}
{'NM_001000851': ['version 1', 951]}
{'NM_001000852': ['version 1', 954]}
{'NM_001000853': ['version 1', 939]}
{'NM_001000854': ['version 1', 945]}
{'NM_001000855': ['version 1', 954]}
{'NM_001000856': ['version 1', 975]}
{'NM_001000857': ['version 1', 942]}
{'NM_001000858': ['version 1', 963]}
{'NM_001000859': ['version 1', 963]}
{'NM_001000862': ['version 1', 999]}
{'NM_001000864': ['version 1', 930]}
{'NM_001000865': ['version 1', 939]}
{'NM_001000867': ['version 1', 939]}
{'NM_001000868': ['version 1', 930]}
{'NM_001000869': ['version 1', 939]}
{'NM_001000870': ['version 1', 930]}
{'NM_001000871': ['version 1', 930]}
{'NM_001000872': ['version 1', 942]}
{'NM_001000873': ['version 1', 939]}
{'NM_001000874': ['version 1', 972]}
{'NM_001000875': ['version 1', 939]}
{'NM_001000876': ['version 1', 939]}
{'NM_001000877': ['version 1', 939]}
{'NM_001000878': ['version 1', 939]}
{'NM_001000879': ['version 1', 963]}
{'NM_001000880': ['version 1', 939]}
{'NM_001000881': ['version 1', 939]}
{'NM_001000882': ['version 1', 939]}
{'NM_001000883': ['version 1', 966]}
{'NM_001000884': ['version 1', 939]}
{'NM_001000885': ['version 1', 939]}
{'NM_001000886': ['version 1', 939]}
{'NM_001000887': ['version 1', 939]}
{'NM_001000888': ['version 1', 969]}
{'NM_001000889': ['version 1', 972]}
{'NM_001000890': ['version 1', 939]}
{'NM_001000891': ['version 1', 1044]}
{'NM_001000892': ['version 1', 939]}
{'NM_001000893': ['version 1', 939]}
{'NM_001000894': ['version 1', 939]}
{'NM_001000895': ['version 1', 939]}
{'NM_001000896': ['version 1', 930]}
{'NM_001000897': ['version 1', 948]}
{'NM_001000898': ['version 1', 933]}
{'NM_001000899': ['version 1', 933]}
{'NM_001000900': ['version 1', 963]}
{'NM_001000901': ['version 1', 984]}
{'NM_001000902': ['version 1', 984]}
{'NM_001000903': ['version 1', 984]}
{'NM_001000904': ['version 1', 984]}
{'NM_001000905': ['version 1', 984]}
{'NM_001000906': ['version 1', 960]}
{'NM_001000908': ['version 1', 945]}
{'NM_001000909': ['version 1', 978]}
{'NM_001000910': ['version 1', 933]}
{'NM_001000911': ['version 1', 942]}
{'NM_001000912': ['version 1', 951]}
{'NM_001000913': ['version 1', 939]}
{'NM_001000914': ['version 1', 951]}
{'NM_001000915': ['version 1', 939]}
{'NM_001000916': ['version 1', 936]}
{'NM_001000917': ['version 1', 939]}
{'NM_001000918': ['version 1', 939]}
{'NM_001000919': ['version 1', 939]}
{'NM_001000921': ['version 1', 918]}
{'NM_001000922': ['version 1', 930]}
{'NM_001000923': ['version 1', 954]}
{'NM_001000924': ['version 1', 936]}
{'NM_001000925': ['version 1', 927]}
{'NM_001000926': ['version 1', 957]}
{'NM_001000927': ['version 1', 942]}
{'NM_001000928': ['version 1', 933]}
{'NM_001000929': ['version 1', 924]}
{'NM_001000930': ['version 1', 927]}
{'NM_001000931': ['version 1', 942]}
{'NM_001000932': ['version 1', 939]}
{'NM_001000933': ['version 1', 942]}
{'NM_001000934': ['version 1', 954]}
{'NM_001000935': ['version 1', 981]}
{'NM_001000936': ['version 1', 942]}
{'NM_001000937': ['version 1', 957]}
{'NM_001000938': ['version 1', 936]}
{'NM_001000940': ['version 1', 936]}
{'NM_001000941': ['version 1', 930]}
{'NM_001000942': ['version 1', 939]}
{'NM_001000943': ['version 1', 939]}
{'NM_001000944': ['version 1', 936]}
{'NM_001000945': ['version 1', 930]}
{'NM_001000946': ['version 1', 933]}
{'NM_001000947': ['version 2', 966]}
{'NM_001000948': ['version 1', 951]}
{'NM_001000949': ['version 1', 939]}
{'NM_001000950': ['version 1', 960]}
{'NM_001000951': ['version 1', 945]}
{'NM_001000952': ['version 1', 954]}
{'NM_001000953': ['version 1', 969]}
{'NM_001000954': ['version 1', 960]}
{'NM_001000955': ['version 1', 933]}
{'NM_001000956': ['version 1', 993]}
{'NM_001000957': ['version 1', 930]}
{'NM_001000958': ['version 1', 921]}
{'NM_001000959': ['version 1', 954]}
{'NM_001000960': ['version 1', 912]}
{'NM_001000961': ['version 1', 948]}
{'NM_001000962': ['version 1', 933]}
{'NM_001000963': ['version 1', 930]}
{'NM_001000964': ['version 1', 942]}
{'NM_001000965': ['version 1', 954]}
{'NM_001000966': ['version 1', 936]}
{'NM_001000968': ['version 1', 948]}
{'NM_001000969': ['version 1', 939]}
{'NM_001000970': ['version 1', 987]}
{'NM_001000971': ['version 1', 930]}
{'NM_001000973': ['version 1', 981]}
{'NM_001000974': ['version 1', 963]}
{'NM_001000975': ['version 1', 933]}
{'NM_001000976': ['version 1', 954]}
{'NM_001000977': ['version 1', 942]}
{'NM_001000978': ['version 1', 942]}
{'NM_001000979': ['version 1', 942]}
{'NM_001000980': ['version 1', 945]}
{'NM_001000981': ['version 1', 930]}
{'NM_001000982': ['version 1', 927]}
{'NM_001000983': ['version 1', 996]}
{'NM_001000984': ['version 1', 942]}
{'NM_001000985': ['version 1', 930]}
{'NM_001000986': ['version 1', 969]}
{'NM_001000987': ['version 1', 936]}
{'NM_001000988': ['version 1', 948]}
{'NM_001000991': ['version 1', 984]}
{'NM_001000992': ['version 1', 927]}
{'NM_001000993': ['version 1', 936]}
{'NM_001000995': ['version 1', 948]}
{'NM_001000996': ['version 1', 939]}
{'NM_001000997': ['version 1', 936]}
{'NM_001000998': ['version 1', 936]}
{'NM_001000999': ['version 1', 945]}
{'NM_001001000': ['version 1', 960]}
{'NM_001001001': ['version 1', 945]}
{'NM_001001002': ['version 1', 930]}
{'NM_001001003': ['version 1', 936]}
{'NM_001001004': ['version 1', 942]}
{'NM_001001005': ['version 1', 939]}
{'NM_001001006': ['version 1', 939]}
{'NM_001001007': ['version 1', 951]}
{'NM_001001008': ['version 1', 945]}
{'NM_001001009': ['version 1', 954]}
{'NM_001001010': ['version 1', 945]}
{'NM_001001012': ['version 1', 924]}
{'NM_001001013': ['version 1', 930]}
{'NM_001001014': ['version 1', 939]}
{'NM_001001015': ['version 1', 936]}
{'NM_001001016': ['version 1', 996]}
{'NM_001001017': ['version 1', 939]}
{'NM_001001018': ['version 1', 951]}
{'NM_001001019': ['version 1', 924]}
{'NM_001001020': ['version 1', 933]}
{'NM_001001021': ['version 1', 951]}
{'NM_001001022': ['version 1', 963]}
{'NM_001001023': ['version 1', 972]}
{'NM_001001024': ['version 1', 945]}
{'NM_001001025': ['version 1', 957]}
{'NM_001001026': ['version 1', 948]}
{'NM_001001027': ['version 1', 936]}
{'NM_001001028': ['version 1', 957]}
{'NM_001001029': ['version 1', 966]}
{'NM_001001030': ['version 1', 939]}
{'NM_001001031': ['version 1', 942]}
{'NM_001001032': ['version 1', 939]}
{'NM_001001033': ['version 1', 966]}
{'NM_001001034': ['version 1', 951]}
{'NM_001001035': ['version 1', 948]}
{'NM_001001037': ['version 1', 948]}
{'NM_001001038': ['version 1', 945]}
{'NM_001001039': ['version 1', 933]}
{'NM_001001040': ['version 1', 936]}
{'NM_001001041': ['version 1', 942]}
{'NM_001001042': ['version 1', 921]}
{'NM_001001043': ['version 1', 936]}
{'NM_001001045': ['version 1', 954]}
{'NM_001001046': ['version 1', 945]}
{'NM_001001047': ['version 1', 936]}
{'NM_001001048': ['version 1', 951]}
{'NM_001001049': ['version 1', 945]}
{'NM_001001050': ['version 1', 945]}
{'NM_001001051': ['version 1', 945]}
{'NM_001001052': ['version 1', 939]}
{'NM_001001053': ['version 1', 966]}
{'NM_001001054': ['version 1', 939]}
{'NM_001001055': ['version 1', 939]}
{'NM_001001056': ['version 1', 927]}
{'NM_001001058': ['version 1', 951]}
{'NM_001001059': ['version 1', 939]}
{'NM_001001060': ['version 1', 933]}
{'NM_001001061': ['version 1', 936]}
{'NM_001001062': ['version 1', 933]}
{'NM_001001063': ['version 1', 921]}
{'NM_001001064': ['version 1', 924]}
{'NM_001001065': ['version 1', 924]}
