sku,attribute_set,type,name,price,sterility,appearance_general,storage_condition,caution,qty,visibility,categories,product_websites,simples_skus,configurable_attributes,is_in_stock,description,url_key
TM0901,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T0901,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t0901-cell-line-tm0901
TM4241,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4241,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4241-cell-line-tm4241
TM4240,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4240,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4240-cell-line-tm4240
TM4222,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4222,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4222-cell-line-tm4222
TM4191,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4191,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4191-cell-line-tm4191
TM4166,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4166,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4166-cell-line-tm4166
TM4178,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4178,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4178-cell-line-tm4178
TM4005,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4005,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4005-cell-line-tm4005
TM4177,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4177,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4177-cell-line-tm4177
TM4991,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4991,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4991-cell-line-tm4991
TM4980,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4980,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4980-cell-line-tm4980
TM4990,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4990,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4990-cell-line-tm4990
TM4199,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4199,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4199-cell-line-tm4199
TM4130,Cell Biology Reagents and Stem Cell Media,simple,Prigrow X Series Medium for T4130,0,Pass,Form: Solution<br>Turbidity: Clear,Store the components at 4°C or at -20°C as indicated on label. The media is good to use until the listed expiry date on bottle. Media requiring supplements expire 30 days after supplementation.,For research use only and is not intended for therapeutic or diagnostic applications.,0,Search,,base,,,1,"abm's PriGrow X Series Medium for mammalian cell culture is composed of high-quality, specific formulations for the optimal growth of different types of primary cells.",prigrow-x-series-medium-for-t4130-cell-line-tm4130
